開始フレーム,終了フレーム,フォーメーション,方向,信頼度
31966,31966,1-2-3_left,left,0.6851024766994481
31967,31967,3-3_left,right,0.6695927989158227
31968,31968,3-3_left,left,0.712630906033547
31969,31970,3-3_left,right,0.6960298888603943
31971,31971,3-3_left,left,0.7722245200005072
31972,31976,3-3_left,right,0.7465251656668622
32046,32071,1-5_left,left,0.8174229053396208
32090,32102,2-4_right,right,0.7330474991364244
32103,32103,3-3_left,left,0.8100961681068546
32104,32111,3-3_right,right,0.793100212323844
32112,32864,3-3_left,left,0.7986158107890008
33042,33056,1-5_left,right,0.7180512520524662
33057,33057,1-5_left,left,0.758509571356011
33058,33069,1-5_left,right,0.7159157052276915
33070,33070,1-5_left,left,0.7577191026270451
33071,33094,1-2-3_left,right,0.7102032653643358
33095,33095,1-5_left,left,0.7568744713669926
33096,33101,3-3_right,right,0.7551001365432116
33102,33102,1-2-3_left,left,0.8263244087643096
33103,33104,3-3_right,right,0.7806320826461286
33105,33105,1-2-3_left,left,0.8203055808070537
33106,33123,3-3_right,right,0.7326522651385791
33124,33124,1-5_left,left,0.6568818452784364
33125,33125,1-2-3_right,right,0.6072022232322734
33126,33126,1-5_left,left,0.6553111782009894
33127,33128,1-5_left,right,0.6036819976095397
33129,33130,1-5_left,left,0.6501382076628601
33131,33132,1-5_left,right,0.5894644167847173
33133,33133,1-5_left,left,0.6425503167690725
33134,33141,1-5_right,right,0.618197975660902
33142,33142,1-5_left,left,0.6697080787390751
33143,33156,1-5_right,right,0.6460464915148922
33157,33176,1-5_left,left,0.772513680567341
33177,33177,2-4_left,right,0.6818517721943403
33178,33178,1-5_left,left,0.7479721947970654
33179,33186,0-6_left,right,0.7426438577268504
33187,33188,3-3_left,left,0.7446160137151515
33189,33190,3-3_left,right,0.7541209336837659
33191,33191,0-6_left,left,0.7506367337088925
33192,33198,0-6_left,right,0.7827953957277727
33199,33199,3-3_left,left,0.7877468374558508
33200,33472,2-4_left,right,0.7429356702782953
33835,33925,3-3_left,left,0.7657537302065376
33926,33926,1-2-3_left,right,0.8347690964804401
33927,33927,1-5_left,left,0.8733930087338824
33928,33932,1-2-3_left,right,0.8471047106271146
33933,33933,1-5_left,left,0.8775120958848214
33934,33935,1-2-3_left,right,0.8474231914612274
33936,33936,1-5_left,left,0.877204744950443
33937,33938,1-2-3_left,right,0.850898118665682
33939,33939,1-5_left,left,0.8789076258590355
33940,33940,1-2-3_left,right,0.8475505499581387
33941,33941,1-5_left,left,0.870469616837887
33942,33942,1-2-3_left,right,0.8806366754887514
33943,33948,1-2-3_left,left,0.8644649180240658
33949,33953,1-2-3_left,right,0.8873238787303128
33954,33957,1-5_left,left,0.8734015735617193
33958,33958,1-2-3_left,right,0.889796153512528
33959,33959,1-5_left,left,0.8804272560248678
33960,33962,1-2-3_left,right,0.8962980075065973
33963,33963,1-5_left,left,0.8717817484246685
33964,33964,1-2-3_left,right,0.8812228742066993
33965,33966,1-5_left,left,0.872990442635965
33967,33967,1-2-3_left,right,0.8466135736087055
33968,33968,1-2-3_left,left,0.8500046858875958
33969,33970,1-2-3_left,right,0.8510678310918927
33971,33972,3-3_left,left,0.8330768238837616
33973,33974,1-2-3_left,right,0.8533963543566261
33975,33976,1-2-3_left,left,0.8420339470314893
33977,33982,1-2-3_left,right,0.8878155870862673
33983,33983,1-2-3_left,left,0.8447613925138306
33984,33984,1-2-3_left,right,0.8876031623910955
33985,33986,1-2-3_left,left,0.8638814700687848
33987,33989,1-5_left,right,0.868294474286991
33990,33990,1-2-3_left,left,0.8821938698675653
33991,34206,2-4_left,right,0.832738936855415
34207,34207,1-2-3_left,left,0.7741105213537215
34208,34473,1-5_right,right,0.6944710202621084
34474,34474,1-5_left,left,0.7460792488878307
34475,34501,1-5_right,right,0.7018776625501896
34502,34502,1-5_left,left,0.730689437856383
34503,34531,1-2-3_right,right,0.7299456798162172
34532,34532,1-2-3_left,left,0.698111673447428
34533,34623,1-5_right,right,0.7187981256345096
34624,34624,3-3_left,left,0.770302860013486
34625,34628,1-5_right,right,0.7424160857576018
34629,34629,3-3_left,left,0.7703280257244232
34630,34695,1-5_right,right,0.7429966334602752
34696,34696,3-3_right,left,0.7616579185448406
34697,34702,0-6_right,right,0.7533491569036903
34703,34703,0-6_left,left,0.8429341157620635
34704,34738,1-5_right,right,0.7647127593508838
34739,34739,3-3_left,left,0.781751548974486
34740,34742,1-5_right,right,0.7734935519791981
34743,34743,3-3_left,left,0.8137995975897113
34744,34745,1-2-3_right,right,0.7733582673390627
34746,34746,3-3_left,left,0.8192209944811978
34747,34778,3-3_right,right,0.7858378464411817
34779,34779,2-4_left,left,0.8158147571711909
34780,34787,1-2-3_right,right,0.7757289328691408
34788,34788,2-4_left,left,0.8135096433250403
34789,34802,3-3_right,right,0.78063537659207
34803,34803,3-3_left,left,0.7916145410005833
34804,34814,3-3_right,right,0.7289147952410188
34819,34819,0-6_left,left,0.7565555183524749
34820,34823,2-4_right,right,0.7307655530580207
34824,34824,2-4_left,left,0.8149039162262689
34825,34846,1-2-3_right,right,0.7655850002712562
34847,34847,1-5_left,left,0.7979240515381497
34848,34852,1-2-3_right,right,0.7357050411676539
34853,34855,1-5_left,left,0.7925097384163516
34856,34866,1-2-3_right,right,0.7442566933341731
34867,34867,1-5_left,left,0.8217867199510718
34868,34868,1-2-3_right,right,0.7522529192424555
34869,34869,1-5_left,left,0.8212810087718462
34870,34886,0-6_right,right,0.7846605419534672
34887,34887,1-2-3_left,left,0.8136702551666997
34888,34889,1-2-3_right,right,0.7646441048529924
34890,34891,1-2-3_left,left,0.8040874132329788
34892,34900,0-6_right,right,0.7580166157478929
34901,34901,1-2-3_left,left,0.724968418783616
34902,34909,1-5_right,right,0.7908867976658203
34910,34910,0-6_left,left,0.7485782080872899
34911,34916,1-5_right,right,0.6765968979659531
34917,34917,0-6_left,left,0.6659373420937548
34918,34937,3-3_left,right,0.7313607023753863
34938,34938,3-3_left,left,0.7909546008707748
34939,34939,2-4_right,right,0.7227977267803439
34940,34942,1-5_left,left,0.7889886954484366
34943,34944,3-3_left,right,0.8243746953052582
34945,34945,3-3_left,left,0.7992628664883528
34951,34953,3-3_right,right,0.7324991574020995
34954,34954,1-5_left,left,0.7507988700071893
34955,34994,3-3_left,right,0.6754251123807475
34995,34995,3-3_left,left,0.7112884019052739
34996,34997,3-3_left,right,0.6935162457226783
34998,34998,1-2-3_left,left,0.7813982035002218
34999,35066,3-3_left,right,0.6653456329203404
35067,35067,0-6_left,left,0.7765536450301613
35068,35069,0-6_right,right,0.7564003668682873
35070,35070,0-6_left,left,0.7381748694225274
35071,35174,0-6_right,right,0.7193048523430733
35175,35177,0-6_left,left,0.6938673103561145
35178,35241,0-6_right,right,0.716284690156213
35242,35242,1-5_right,left,0.7348683354303998
35243,35298,1-5_right,right,0.7112757425387904
35299,35299,0-6_left,left,0.7155578130944932
35300,35364,1-5_right,right,0.7140054988779423
35365,35366,1-5_left,left,0.7311184806679655
35367,35377,0-6_right,right,0.7131713100658722
35378,35378,0-6_left,left,0.6787530934832002
35379,35383,0-6_left,right,0.6727092908105751
35384,35384,0-6_left,left,0.7086522598722864
35385,35392,1-5_right,right,0.6963155756098874
35393,35393,0-6_left,left,0.6895331782519382
35394,35396,1-5_right,right,0.6777029585156795
35397,35397,1-2-3_left,left,0.7137126556238238
35398,35398,3-3_left,right,0.6903601683127769
35399,35399,1-5_left,left,0.7336066680478565
35400,35418,1-5_left,right,0.7108216797850773
35419,35419,3-3_left,left,0.7317289042006778
35420,35454,3-3_right,right,0.7191408074214202
35455,35455,3-3_left,left,0.7480440428265895
35456,35494,3-3_left,right,0.7021368229348154
35495,35495,3-3_left,left,0.7283304337254699
35496,35497,2-4_left,right,0.6861261476882855
35498,35498,3-3_left,left,0.7357661128597168
35499,35526,1-2-3_left,right,0.6825991987164539
35527,35527,1-2-3_left,left,0.7081610927949287
35528,35560,1-2-3_left,right,0.721754135417238
35561,35561,1-5_left,left,0.8003617411972912
35562,35562,0-6_right,right,0.7514730746734527
35563,35563,0-6_left,left,0.7649943931626771
35564,35639,3-3_right,right,0.7980071687141401
35640,35640,1-2-3_left,left,0.8198949927159181
35641,35644,2-4_left,right,0.7651099173723686
35645,35645,1-2-3_left,left,0.7984109152642838
35646,35648,2-4_left,right,0.7442743857225803
35649,35649,0-6_left,left,0.776075222072203
35650,35658,1-2-3_right,right,0.7466101784877356
35659,35659,0-6_left,left,0.7233985364271153
35660,35703,3-3_left,right,0.7490731464744843
35846,35849,3-3_left,left,0.8292827796286704
35858,35860,0-6_left,right,0.7477340890716675
35861,35861,3-3_left,left,0.7553917383626597
35862,35865,0-6_left,right,0.7649607151482447
35866,35866,3-3_left,left,0.7611552659051398
35867,35867,1-2-3_left,right,0.7642697331739965
35868,36354,0-6_left,left,0.8456831274309996
36355,36355,3-3_left,right,0.764745816331972
36356,36359,3-3_left,left,0.7901219525211973
36360,36363,3-3_left,right,0.8023836339482465
36364,36364,0-6_left,left,0.7925611936204986
36365,36369,3-3_left,right,0.7960973007340245
36370,36370,0-6_left,left,0.8037132623476402
36371,36374,0-6_left,right,0.8115424220621416
36375,36375,0-6_left,left,0.8026429227809148
36376,36377,0-6_left,right,0.8191431384578196
36378,36378,0-6_left,left,0.8040047256156291
36379,36891,3-3_right,right,0.8308030758914149
36895,36896,1-2-3_left,left,0.7871479703505396
36897,36919,3-3_left,right,0.7597655292604396
36920,36955,3-3_left,left,0.7738834356002987
36956,36956,3-3_left,right,0.7659647490058509
36957,36970,1-2-3_left,left,0.806173354565558
36971,36973,1-2-3_left,right,0.7961896639949196
36974,36974,1-5_left,left,0.833080610736333
36975,36975,0-6_left,right,0.8175937822126649
36976,36976,1-5_left,left,0.8622871453111387
36977,36981,0-6_left,right,0.8556933489118332
36984,36984,1-2-3_left,left,0.8150074592771629
36985,36985,0-6_left,right,0.787539881585735
36987,36988,1-2-3_right,left,0.7695870348128457
36989,37517,3-3_right,right,0.8059125910420514
37518,37518,0-6_left,left,0.680694038601887
37519,37521,1-5_left,right,0.6327659571799442
37574,37574,1-5_left,left,0.6585150367770025
37575,37579,1-2-3_right,right,0.667790929253996
37580,37580,3-3_left,left,0.7482341854873399
37581,37585,1-2-3_right,right,0.6978392045108397
37586,37586,3-3_left,left,0.7314965092626378
37587,37592,1-2-3_right,right,0.7013716700300149
37593,37593,3-3_left,left,0.7483920235036683
37594,37609,1-2-3_right,right,0.7270301810163697
37610,37610,3-3_left,left,0.7955598442263041
37611,37625,1-5_right,right,0.7307148989026623
37626,37626,1-5_left,left,0.7153292902151139
37627,37627,0-6_right,right,0.714412152975614
37628,37629,3-3_left,left,0.6976139358974367
37630,37657,0-6_right,right,0.6781445761790206
37658,37658,0-6_left,left,0.6389038472017079
37659,37665,1-5_right,right,0.6717562724879991
37666,37667,0-6_left,left,0.6693472522143874
37668,37699,1-2-3_right,right,0.6913839717875117
37700,37700,1-5_left,left,0.7273106882985879
37701,37751,3-3_left,right,0.7084527130876834
37752,37755,0-6_left,left,0.7466069399185795
37759,37759,3-3_right,right,0.8079044309432545
37760,37951,3-3_left,left,0.8107194513771271
37952,37952,3-3_left,right,0.7346953988253606
37953,37959,1-5_left,left,0.7734402275796214
37960,37960,3-3_left,right,0.7576068809858857
37961,37963,2-4_left,left,0.7960624560163675
37964,37964,3-3_left,right,0.7659253820421416
37965,38200,2-4_left,left,0.8029700811318112
38424,38429,3-3_left,right,0.7042914451839102
38430,38430,3-3_left,left,0.7855756547338915
38431,38432,2-4_left,right,0.7361376501815058
38442,38442,2-4_right,left,0.8156793951079568
38443,39199,3-3_right,right,0.8075687055590769
39200,39200,0-6_left,left,0.7541737013833834
39205,39205,0-6_right,right,0.7503672031649457
39206,39206,1-5_left,left,0.7035474714113131
39207,39222,0-6_right,right,0.6019557198772203
39223,39223,0-6_left,left,0.6986533262064376
39224,39232,0-6_right,right,0.7084134473019131
39233,39233,1-5_left,left,0.7166228018355226
39234,39275,3-3_right,right,0.7789147659141111
39276,39276,0-6_left,left,0.8100836664931109
39277,39282,3-3_left,right,0.7559351261882016
39283,39283,0-6_left,left,0.7876943418742322
39284,39285,3-3_right,right,0.7618031531852109
39286,39286,3-3_right,left,0.7963868265182702
39287,39342,1-2-3_right,right,0.7151051793434205
39343,39343,1-2-3_left,left,0.7324272183143647
39344,39348,3-3_right,right,0.7150751694081954
39349,39349,3-3_right,left,0.7223825963011774
39350,39354,3-3_right,right,0.7092622059518858
39355,39355,1-2-3_left,left,0.7368087501750572
39356,39364,2-4_left,right,0.6806844895361909
39365,39787,0-6_left,left,0.8572657834195511
39788,39790,3-3_left,right,0.8405209281122421
39791,39791,2-4_left,left,0.8622555771302981
39792,39792,3-3_left,right,0.8649768079995641
39793,39796,3-3_left,left,0.8039313687755447
39797,39798,0-6_left,right,0.8065984155855941
39799,39800,3-3_left,left,0.8118371688833755
39801,39807,0-6_left,right,0.8066730596103566
39808,39808,1-5_left,left,0.7869587966353133
39809,39875,1-2-3_left,right,0.7624241469595767
40109,40109,0-6_right,left,0.6793234964256589
40113,40114,3-3_left,right,0.6701712679785414
40115,40116,3-3_right,left,0.6922974167730226
40117,40117,3-3_left,right,0.6702914131962985
40118,40122,0-6_right,left,0.6926181261260358
40123,40123,3-3_left,right,0.6720886179001828
40124,40124,0-6_right,left,0.6952235170591179
40125,40125,3-3_left,right,0.670292894886682
40126,40127,3-3_right,left,0.6916615669716759
40128,40128,3-3_left,right,0.6700602320540799
40129,40133,0-6_right,left,0.6937080988546296
40134,40137,3-3_left,right,0.66751062849757
40138,40138,0-6_right,left,0.6972968991472427
40139,40139,3-3_left,right,0.665297212710391
40140,40141,0-6_right,left,0.6987514512229167
40142,40142,3-3_left,right,0.6662205981682391
40143,40143,0-6_right,left,0.7041701931777822
40144,40146,1-2-3_right,right,0.6707587480323737
40147,40149,3-3_right,left,0.7072095422980622
40150,40150,3-3_left,right,0.6747725807937898
40151,40151,3-3_right,left,0.7074311711513779
40152,40153,3-3_left,right,0.6741996732753289
40154,40169,3-3_right,left,0.7094422249857759
40170,40170,3-3_left,right,0.6646225390290273
40171,40171,3-3_right,left,0.7023712631294412
40172,40172,3-3_right,right,0.6604921269438232
40173,40175,3-3_right,left,0.7067599039547355
40176,40177,3-3_left,right,0.6664277273409424
40178,40189,3-3_right,left,0.7129959925890023
40190,40190,3-3_right,right,0.7210586445330939
40191,40667,1-2-3_left,left,0.7942567654877669
40668,40668,3-3_left,right,0.84787004217244
